log_id,api_id,request_time,response_time_ms,status_code,request_method,payload_size_kb,cpu_usage,memory_usage,request_count,error_message,server_region,is_error,performance_category
216,207,2026-05-18 15:05:28,159.62,200,PATCH,472.788,11.78,24.95,12,No Error,Ap-Southeast-1,False,Fast
217,216,2026-05-20 05:58:20,320.48,200,PATCH,2290.985,25.57,21.01,1,No Error,Ap-Southeast-1,False,Moderate
218,181,2026-05-17 07:01:04,5307.52,503,PATCH,2420.257,96.37,98.47,1,Service Unavailable: Downstream database connection pool timeout,Us-West-2,True,Slow
219,38,2026-05-04 09:45:20,400.91,200,GET,12.104,7.91,27.1,1,No Error,Ap-Southeast-1,False,Moderate
220,211,2026-05-01 19:02:22,33.2,400,GET,6.836,11.94,29.87,1,Bad Request: Invalid JSON payload structure,Eu-West-1,True,Fast
221,158,2026-05-10 19:43:45,428.75,204,DELETE,12.344,15.0,27.36,1,No Error,Eu-West-1,False,Moderate
222,153,2026-05-03 03:13:57,152.72,200,PATCH,2749.176,7.61,23.6,1,No Error,Us-West-2,False,Fast
223,189,2026-05-14 13:44:19,40.42,400,GET,9.972,11.29,21.59,1,Bad Request: Invalid JSON payload structure,Eu-West-1,True,Fast
224,64,2026-05-14 09:01:12,335.63,201,DELETE,1.84,19.89,13.55,1,No Error,Ap-Southeast-1,False,Moderate
225,11,2026-05-13 05:56:44,47.02,429,POST,3691.691,6.62,14.5,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Us-West-2,True,Fast
226,166,2026-05-02 05:54:16,389.16,200,PUT,1800.449,23.14,19.11,1,No Error,Sa-East-1,False,Moderate
227,89,2026-05-09 22:50:00,387.99,201,PATCH,2757.724,22.27,16.57,1,No Error,Us-East-1,False,Moderate
228,181,2026-05-14 00:40:00,22383.61,504,DELETE,9.481,92.92,92.43,1,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Us-East-1,True,Slow
229,224,2026-05-05 00:05:21,176.58,200,DELETE,6.441,33.94,44.2,1,No Error,Us-West-2,False,Fast
230,93,2026-05-21 05:11:49,319.1,200,PUT,765.99,33.29,45.11,1,No Error,Ap-Southeast-1,False,Moderate
231,54,2026-05-06 07:58:31,66.81,429,POST,3463.515,8.9,13.41,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Ap-Southeast-1,True,Fast
232,27,2026-05-01 03:08:17,433.26,400,POST,1233.983,34.97,64.19,1,No Error,Us-East-1,True,Moderate
233,130,2026-05-10 07:28:53,375.47,200,PUT,676.461,12.84,13.22,1,No Error,Eu-West-1,False,Moderate
234,151,2026-05-11 05:40:28,-1.0,200,POST,2264.979,17.42,-1.0,1,No Error,Sa-East-1,False,Fast
235,126,2026-05-14 07:19:58,21726.32,504,POST,2422.611,97.36,94.72,1,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Sa-East-1,True,Slow
236,249,2026-05-21 10:49:01,223.68,200,PUT,2575.518,4.05,28.73,2,No Error,Us-East-1,False,Moderate
237,33,2026-05-13 09:18:25,402.56,200,PUT,1010.926,8.29,13.75,1,No Error,Eu-West-1,False,Moderate
238,118,2026-05-12 16:32:13,169.46,200,GET,2.803,12.16,21.09,5,No Error,Ap-Southeast-1,False,Fast
239,226,2026-05-02 00:49:20,30.49,201,POST,936.455,8.92,42.77,1,No Error,Sa-East-1,False,Fast
240,77,2026-05-25 23:20:48,409.96,201,DELETE,8.934,33.84,30.66,1,No Error,Us-West-2,False,Moderate
241,232,2026-05-12 10:44:22,153.27,204,POST,3362.111,9.92,42.36,1,No Error,Us-West-2,False,Fast
242,169,2026-05-08 22:42:18,99999.99,400,PATCH,820.103,165.4,0.0,1,No Error,Us-West-2,True,Slow
243,33,2026-05-20 11:28:41,172.47,204,PATCH,3383.775,5.06,44.74,2,No Error,Sa-East-1,False,Fast
244,228,2026-05-25 21:20:04,243.38,201,PATCH,3151.639,37.14,39.59,5,No Error,Ap-Southeast-1,False,Moderate
245,35,2026-05-12 05:53:03,34.29,404,POST,2908.368,9.32,19.03,1,Resource Not Found: Endpoint entity collection does not exist,Eu-West-1,True,Fast
246,39,2026-05-09 06:22:30,408.3,204,DELETE,7.622,18.18,30.98,1,No Error,Eu-West-1,False,Moderate
247,126,2026-05-19 04:58:11,151.03,200,GET,12.128,17.58,17.16,1,No Error,Eu-West-1,False,Fast
248,166,2026-05-19 06:00:49,39.67,200,PUT,2554.328,17.32,23.36,1,No Error,Us-East-1,False,Fast
249,190,2026-05-13 20:29:42,216.43,204,GET,2.565,8.4,41.93,2,No Error,Us-West-2,False,Moderate
250,95,2026-05-02 08:55:15,219.09,201,POST,1617.499,34.91,20.29,1,No Error,Sa-East-1,False,Moderate
251,135,2026-05-22 04:30:02,369.05,200,GET,4.441,22.34,26.66,1,No Error,Us-West-2,False,Moderate
252,148,2026-05-04 16:21:11,397.2,204,GET,0.576,11.2,34.02,1,No Error,Us-West-2,False,Moderate
253,242,2026-05-10 02:14:20,290.31,200,DELETE,7.236,29.61,51.51,1,No Error,Ap-Southeast-1,False,Moderate
254,130,2026-05-18 01:32:40,140.54,200,DELETE,1.058,26.79,14.55,1,No Error,Ap-Southeast-1,False,Fast
255,41,2026-05-17 02:44:40,10.56,404,PUT,2101.572,4.88,29.46,1,Resource Not Found: Endpoint entity collection does not exist,Eu-West-1,True,Fast
256,163,2026-05-20 14:36:13,15.55,429,PUT,1374.035,1.85,12.61,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Us-West-2,True,Fast
257,147,2026-05-17 01:45:40,60.86,429,PUT,1070.501,5.92,14.61,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Us-West-2,True,Fast
258,158,2026-05-18 17:53:45,105.76,201,PUT,168.932,29.43,49.63,2,No Error,Ap-Southeast-1,False,Fast
259,9,2026-05-24 13:13:00,231.69,200,DELETE,4.784,25.92,25.24,1,No Error,Ap-Southeast-1,False,Moderate
260,85,2026-05-25 09:56:50,23.2,200,DELETE,5.952,13.39,31.51,1,No Error,Eu-West-1,False,Fast
261,7,2026-05-04 16:57:17,209.6,200,GET,1.836,23.86,52.06,1,No Error,Eu-West-1,False,Moderate
262,155,2026-05-23 00:26:00,39.08,204,POST,798.314,7.34,13.04,1,No Error,Eu-West-1,False,Fast
263,181,2026-05-13 04:46:59,-1.0,200,DELETE,5.339,17.42,0.0,1,No Error,Ap-Southeast-1,False,Fast
264,10,2026-05-05 13:33:07,320.83,201,POST,3171.173,32.57,24.51,1,No Error,Eu-West-1,False,Moderate
265,26,2026-05-25 02:12:33,-1.0,400,GET,12.228,17.42,29.34,1,No Error,Eu-West-1,True,Fast
266,247,2026-05-24 08:22:35,425.24,200,PATCH,1543.567,2.96,40.79,1,No Error,Us-East-1,False,Moderate
267,28,2026-05-12 17:00:06,66.72,204,GET,11.422,10.0,46.89,1,No Error,Eu-West-1,False,Fast
268,225,2026-05-16 02:19:27,168.2,200,GET,2.46,12.13,50.59,1,No Error,Us-East-1,False,Fast
269,66,2026-05-11 12:56:23,398.67,200,POST,3319.558,29.41,14.91,1,No Error,Us-West-2,False,Moderate
270,239,2026-05-05 12:27:38,138.07,200,PUT,1070.47,8.11,41.25,1,No Error,Eu-West-1,False,Fast
271,231,2026-05-19 00:14:59,49.47,500,DELETE,6.643,2.07,18.63,1,    CRITICAL_TELEMETRY_DROP_OUT,Eu-West-1,True,Fast
272,28,2026-05-24 02:24:31,162.06,200,GET,1.554,15.04,16.87,1,No Error,Ap-Southeast-1,False,Fast
273,65,2026-05-16 08:55:07,5240.82,504,PATCH,76.629,95.03,96.75,1,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Ap-Southeast-1,True,Slow
274,218,2026-05-19 12:35:50,431.96,204,POST,2698.987,4.2,21.17,5,No Error,Sa-East-1,False,Moderate
275,228,2026-05-09 18:48:02,260.43,201,DELETE,0.162,33.61,50.47,1,No Error,Us-East-1,False,Moderate
276,215,2026-05-22 17:34:03,399.7,200,PUT,207.343,36.58,31.43,1,No Error,Sa-East-1,False,Moderate
277,137,2026-05-06 11:51:43,448.0,200,DELETE,7.968,11.61,25.03,1,No Error,Sa-East-1,False,Moderate
278,135,2026-05-17 00:52:22,97.08,204,GET,8.006,28.32,24.22,1,No Error,Us-West-2,False,Fast
279,42,2026-05-14 17:47:55,50.34,404,POST,980.87,4.73,26.52,1,Resource Not Found: Endpoint entity collection does not exist,Ap-Southeast-1,True,Fast
280,96,2026-05-11 04:29:45,76.37,200,POST,2967.112,21.63,41.56,1,No Error,Eu-West-1,False,Fast
281,154,2026-05-19 04:15:11,245.85,204,POST,3008.032,25.38,47.73,1,No Error,Eu-West-1,False,Moderate
282,205,2026-05-06 15:48:52,60.93,401,DELETE,5.062,4.77,20.6,2,Unauthorized: Signature mismatch or expired bearer token,Ap-Southeast-1,True,Fast
283,130,2026-05-25 04:42:10,120.83,201,PUT,1254.452,9.57,45.33,1,No Error,Ap-Southeast-1,False,Fast
284,70,2026-05-16 04:26:41,360.08,200,PUT,1112.775,23.87,26.79,1,No Error,Eu-West-1,False,Moderate
285,79,2026-05-23 10:29:20,33.24,400,POST,1379.75,6.35,16.54,1,Bad Request: Invalid JSON payload structure,Sa-East-1,True,Fast
286,15,2026-05-05 04:25:07,417.93,204,GET,1.832,36.72,17.03,2,No Error,Ap-Southeast-1,False,Moderate
287,9,2026-05-16 19:11:47,300.91,204,GET,4.175,10.91,42.84,1,No Error,Us-East-1,False,Moderate
288,185,2026-05-21 00:44:56,49.63,201,PATCH,3131.764,35.09,14.53,1,No Error,Ap-Southeast-1,False,Fast
289,231,2026-05-03 22:26:39,186.0,200,PUT,922.939,13.43,35.39,1,No Error,Ap-Southeast-1,False,Fast
290,58,2026-05-20 08:47:03,474.08,400,POST,3832.414,18.14,67.49,1,No Error,Us-East-1,True,Moderate
291,110,2026-05-08 05:53:37,52.79,400,GET,3.477,11.34,15.04,1,Bad Request: Invalid JSON payload structure,Us-East-1,True,Fast
292,226,2026-05-03 18:59:33,160.81,201,GET,9.455,18.6,35.39,1,No Error,Us-East-1,False,Fast
293,80,2026-05-15 11:20:11,238.89,200,DELETE,7.107,19.73,16.23,1,No Error,Ap-Southeast-1,False,Moderate
294,116,2026-05-11 15:23:30,315.92,204,POST,4081.72,6.88,14.02,2,No Error,Sa-East-1,False,Moderate
295,48,2026-05-07 23:13:52,272.53,200,DELETE,1.795,23.82,40.97,1,No Error,Us-East-1,False,Moderate
296,131,2026-05-05 09:31:01,342.87,200,DELETE,4.226,31.47,32.65,1,No Error,Us-West-2,False,Moderate
297,70,2026-05-04 18:04:18,11684.93,503,PATCH,2325.421,93.18,93.35,2,Service Unavailable: Downstream database connection pool timeout,Ap-Southeast-1,True,Slow
298,10,2026-05-04 04:45:38,4.89,403,DELETE,8.112,0.83,23.17,1,Forbidden: Client lacks required read/write scopes,Sa-East-1,True,Fast
299,209,2026-05-10 23:17:14,76.4,200,POST,3318.584,5.02,26.09,1,No Error,Us-West-2,False,Fast
300,22,2026-05-01 13:53:45,263.9,200,PUT,2392.549,9.35,26.19,1,No Error,Eu-West-1,False,Moderate
301,209,2026-05-20 19:23:58,31.48,200,PUT,658.435,9.47,28.76,1,No Error,Sa-East-1,False,Fast
302,149,2026-05-19 14:24:02,14.28,400,DELETE,2.99,1.54,11.2,1,No Error,Us-East-1,True,Fast
303,23,2026-05-21 11:15:05,348.46,200,PATCH,3417.535,19.89,49.22,1,No Error,Ap-Southeast-1,False,Moderate
304,113,2026-05-12 03:51:47,156.45,204,GET,5.884,30.93,31.44,1,No Error,Sa-East-1,False,Fast
305,170,2026-05-24 00:29:27,29963.57,503,DELETE,6.088,91.02,88.5,2,Service Unavailable: Downstream database connection pool timeout,Eu-West-1,True,Slow
306,120,2026-05-13 21:47:38,420.24,204,POST,746.589,7.93,38.85,5,No Error,Us-West-2,False,Moderate
307,23,2026-05-18 16:37:06,395.9,204,PUT,2319.805,32.47,18.65,1,No Error,Eu-West-1,False,Moderate
308,242,2026-05-21 06:54:38,337.51,201,POST,2742.653,17.82,51.4,1,No Error,Eu-West-1,False,Moderate
309,233,2026-05-04 06:55:39,25.27,401,PATCH,1604.518,8.58,27.34,12,Unauthorized: Signature mismatch or expired bearer token,Us-East-1,True,Fast
310,132,2026-05-23 03:42:19,219.63,201,GET,1.637,27.79,15.68,1,No Error,Us-West-2,False,Moderate
311,198,2026-05-10 10:48:49,39.68,403,DELETE,12.496,11.56,29.51,1,Forbidden: Client lacks required read/write scopes,Us-East-1,True,Fast
312,151,2026-05-15 19:02:06,12.15,400,POST,132.926,9.7,16.71,1,Bad Request: Invalid JSON payload structure,Us-West-2,True,Fast
313,228,2026-05-22 01:14:52,99999.99,200,POST,3737.075,165.4,0.0,2,No Error,Sa-East-1,False,Slow
314,155,2026-05-22 09:33:03,68.68,400,DELETE,6.425,2.72,12.89,1,Bad Request: Invalid JSON payload structure,Eu-West-1,True,Fast
315,6,2026-05-10 10:53:39,298.29,200,GET,5.593,20.78,35.61,1,No Error,Us-East-1,False,Moderate
316,231,2026-05-19 04:00:36,194.88,204,PUT,954.665,13.94,50.11,1,No Error,Us-East-1,False,Fast
317,18,2026-05-16 13:22:14,371.21,204,POST,3767.374,29.81,44.8,1,No Error,Ap-Southeast-1,False,Moderate
318,37,2026-05-10 13:16:17,228.94,200,POST,1016.075,23.43,16.94,1,No Error,Us-West-2,False,Moderate
319,183,2026-05-02 02:46:41,358.96,201,GET,7.539,33.39,32.15,1,No Error,Sa-East-1,False,Moderate
320,213,2026-05-09 06:03:15,353.17,200,DELETE,10.379,18.96,36.55,1,No Error,Sa-East-1,False,Moderate
321,102,2026-05-25 17:39:48,21.01,403,POST,3074.963,4.6,9.54,1,Forbidden: Client lacks required read/write scopes,Us-West-2,True,Fast
322,126,2026-05-16 14:24:26,168.42,201,PATCH,711.174,38.41,29.81,5,No Error,Us-West-2,False,Fast
323,101,2026-05-25 12:10:41,15.51,200,POST,1440.025,25.11,46.19,1,No Error,Us-West-2,False,Fast
324,86,2026-05-09 10:47:07,75.74,400,GET,10.969,11.46,21.23,1,Bad Request: Invalid JSON payload structure,Eu-West-1,True,Fast
325,140,2026-05-23 19:39:06,76.58,429,DELETE,0.349,0.37,19.05,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Us-East-1,True,Fast
326,65,2026-05-10 01:43:10,50.32,401,PATCH,1531.229,4.6,9.1,1,Unauthorized: Signature mismatch or expired bearer token,Sa-East-1,True,Fast
327,243,2026-05-20 19:47:31,19860.94,504,PATCH,1046.544,95.83,90.78,1,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Ap-Southeast-1,True,Slow
328,234,2026-05-25 13:36:32,101.78,201,PATCH,2652.143,35.58,47.03,1,No Error,Us-East-1,False,Fast
329,98,2026-05-08 05:42:43,236.79,200,DELETE,3.338,7.19,28.77,1,No Error,Sa-East-1,False,Moderate
330,152,2026-05-11 17:12:58,400.83,200,PUT,2185.188,15.02,51.21,1,No Error,Sa-East-1,False,Moderate
331,123,2026-05-07 21:53:57,80.79,400,PUT,2099.248,10.96,15.81,2,Bad Request: Invalid JSON payload structure,Us-East-1,True,Fast
332,143,2026-05-04 05:55:13,28382.77,503,POST,236.795,95.07,91.81,1,Service Unavailable: Downstream database connection pool timeout,Eu-West-1,True,Slow
333,114,2026-05-22 14:35:53,281.39,201,DELETE,5.016,2.25,46.25,1,No Error,Ap-Southeast-1,False,Moderate
334,35,2026-05-25 05:07:13,83.79,400,PATCH,3391.669,6.17,23.51,1,No Error,Sa-East-1,True,Fast
335,3,2026-05-09 04:10:01,116.92,204,PATCH,431.132,28.0,21.29,1,No Error,Sa-East-1,False,Fast
336,11,2026-05-21 09:31:40,442.47,200,PATCH,2750.654,19.59,35.25,1,No Error,Us-East-1,False,Moderate
337,198,2026-05-04 17:54:28,377.13,204,DELETE,11.961,31.15,45.13,1,No Error,Us-East-1,False,Moderate
338,181,2026-05-05 04:16:29,28368.93,500,DELETE,5.516,94.1,94.42,1,Internal Server Error: NullPointerException in controller execution layer,Ap-Southeast-1,True,Slow
339,200,2026-05-11 12:50:54,16636.28,503,DELETE,4.725,95.53,97.5,1,Service Unavailable: Downstream database connection pool timeout,Us-East-1,True,Slow
340,115,2026-05-13 14:39:45,363.72,200,GET,12.227,26.46,18.01,1,No Error,Ap-Southeast-1,False,Moderate
341,209,2026-05-10 13:03:06,234.71,201,DELETE,1.464,35.86,41.13,1,No Error,Us-East-1,False,Moderate
342,228,2026-05-21 01:06:32,79.01,200,PATCH,359.204,4.31,51.59,1,No Error,Us-East-1,False,Fast
343,119,2026-05-19 11:23:15,338.99,201,PATCH,1238.851,28.46,35.61,1,No Error,Sa-East-1,False,Moderate
344,141,2026-05-25 20:25:19,11997.24,504,PUT,3079.804,91.68,96.01,1,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Us-West-2,True,Slow
345,16,2026-05-06 02:04:53,386.25,200,PATCH,3406.74,15.57,38.36,1,No Error,Us-East-1,False,Moderate
346,47,2026-05-08 11:58:43,421.6,200,GET,0.753,34.59,16.62,1,No Error,Ap-Southeast-1,False,Moderate
347,41,2026-05-24 07:11:37,344.17,200,POST,3179.717,7.26,27.95,1,No Error,Us-East-1,False,Moderate
348,101,2026-05-18 09:26:43,252.66,204,PUT,2640.079,33.51,16.05,1,No Error,Us-West-2,False,Moderate
349,93,2026-05-19 19:19:47,55.84,201,PATCH,2187.461,18.8,49.31,1,No Error,Eu-West-1,False,Fast
350,195,2026-05-07 15:25:55,50.83,401,GET,3.025,6.43,9.0,1,Unauthorized: Signature mismatch or expired bearer token,Eu-West-1,True,Fast
351,246,2026-05-23 02:39:40,278.01,201,PUT,3754.728,18.6,30.26,1,No Error,Eu-West-1,False,Moderate
352,199,2026-05-05 16:30:23,223.02,204,PUT,1358.467,33.13,30.18,1,No Error,Us-East-1,False,Moderate
353,129,2026-05-08 19:24:01,269.4,201,POST,2143.588,18.53,21.33,1,No Error,Us-East-1,False,Moderate
354,210,2026-05-03 20:16:44,328.95,204,GET,8.096,4.41,45.87,1,No Error,Sa-East-1,False,Moderate
355,203,2026-05-14 16:56:08,203.17,201,POST,670.079,26.23,51.36,1,No Error,Eu-West-1,False,Moderate
356,197,2026-05-07 16:50:50,84.43,403,DELETE,10.215,5.78,21.38,1,Forbidden: Client lacks required read/write scopes,Ap-Southeast-1,True,Fast
357,94,2026-05-07 03:37:16,16.37,429,DELETE,0.494,2.4,14.86,2,Rate Limit Exceeded: Threshold of 100 req/sec breached,Ap-Southeast-1,True,Fast
358,150,2026-05-21 01:05:41,349.45,204,PATCH,2326.116,26.79,36.5,2,No Error,Ap-Southeast-1,False,Moderate
359,131,2026-05-04 10:40:04,10151.88,504,GET,4.568,96.33,96.71,2,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Us-West-2,True,Slow
360,162,2026-05-14 08:33:00,15758.67,503,POST,2657.588,91.68,88.52,1,Service Unavailable: Downstream database connection pool timeout,Us-West-2,True,Slow
361,244,2026-05-23 16:14:25,149.19,200,GET,1.76,16.81,31.03,2,No Error,Eu-West-1,False,Fast
362,196,2026-05-17 09:10:56,369.38,204,POST,2958.865,28.59,51.3,2,No Error,Ap-Southeast-1,False,Moderate
363,103,2026-05-18 17:30:09,66.19,201,DELETE,5.751,2.14,47.38,1,No Error,Sa-East-1,False,Fast
364,164,2026-05-06 03:08:46,39.27,404,GET,4.823,7.99,29.17,1,Resource Not Found: Endpoint entity collection does not exist,Us-West-2,True,Fast
365,176,2026-05-08 20:36:50,17.81,200,PATCH,3439.215,19.64,31.9,1,No Error,Us-East-1,False,Fast
366,108,2026-05-14 19:35:07,89.3,400,PATCH,709.48,5.14,19.1,1,No Error,Eu-West-1,True,Fast
367,121,2026-05-11 07:19:34,104.62,201,PATCH,3823.941,29.73,23.99,1,No Error,Sa-East-1,False,Fast
368,114,2026-05-10 08:12:31,330.62,200,PUT,1567.344,18.84,28.06,1,No Error,Us-East-1,False,Moderate
369,139,2026-05-13 04:04:47,97.48,201,POST,2706.977,5.97,14.77,1,No Error,Sa-East-1,False,Fast
370,227,2026-05-04 13:47:21,47.45,403,POST,1103.907,8.51,13.47,2,Forbidden: Client lacks required read/write scopes,Ap-Southeast-1,True,Fast
371,1,2026-05-23 23:51:10,91.14,204,DELETE,6.962,11.08,15.37,1,No Error,Ap-Southeast-1,False,Fast
372,141,2026-05-25 06:33:26,190.29,201,GET,4.101,15.49,47.49,1,No Error,Us-West-2,False,Fast
373,60,2026-05-01 03:08:17,213.15,400,PUT,424.593,63.92,63.39,1,No Error,Us-West-2,True,Moderate
374,20,2026-05-11 10:51:05,13.8,429,POST,3809.474,4.96,25.51,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Us-West-2,True,Fast
375,70,2026-05-18 06:49:21,28.79,404,GET,3.157,10.96,19.44,1,Resource Not Found: Endpoint entity collection does not exist,Us-West-2,True,Fast
376,58,2026-05-17 03:40:08,57.67,400,GET,4.344,10.23,22.27,1,Bad Request: Invalid JSON payload structure,Eu-West-1,True,Fast
377,239,2026-05-01 07:32:38,126.92,200,GET,6.743,11.39,44.14,1,No Error,Ap-Southeast-1,False,Fast
378,206,2026-05-06 10:13:59,238.18,200,POST,1144.964,22.37,41.22,1,No Error,Us-West-2,False,Moderate
379,187,2026-05-25 09:21:21,444.37,201,DELETE,6.675,3.12,46.67,1,No Error,Us-West-2,False,Moderate
380,73,2026-05-12 04:26:04,9541.01,504,PUT,2023.668,98.1,92.2,1,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Us-East-1,True,Slow
381,213,2026-05-05 16:50:44,411.6,204,GET,2.905,8.31,12.21,1,No Error,Eu-West-1,False,Moderate
382,195,2026-05-08 01:56:13,130.1,201,PATCH,3219.104,6.96,45.96,2,No Error,Ap-Southeast-1,False,Fast
383,61,2026-05-19 16:23:00,-1.0,400,PUT,1806.213,165.4,-1.0,1,No Error,Us-West-2,True,Fast
384,145,2026-05-18 04:16:49,82.98,400,GET,1.184,5.01,24.39,2,Bad Request: Invalid JSON payload structure,Ap-Southeast-1,True,Fast
385,187,2026-05-16 02:35:45,339.88,201,DELETE,8.069,1.27,15.77,1,No Error,Us-East-1,False,Moderate
386,49,2026-05-08 02:57:50,439.58,200,POST,2597.003,18.94,47.47,1,No Error,Us-East-1,False,Moderate
387,60,2026-05-06 09:09:14,222.46,201,PUT,900.916,24.91,43.53,1,No Error,Ap-Southeast-1,False,Moderate
388,243,2026-05-17 19:25:41,45.48,500,DELETE,11.038,1.08,10.61,1,    CRITICAL_TELEMETRY_DROP_OUT,Eu-West-1,True,Fast
389,236,2026-05-02 16:59:46,-1.0,200,PATCH,3924.954,-99.0,0.0,1,No Error,Ap-Southeast-1,False,Fast
390,250,2026-05-19 14:27:38,55.22,400,PATCH,1409.629,10.52,29.56,1,Bad Request: Invalid JSON payload structure,Eu-West-1,True,Fast
391,103,2026-05-23 00:51:11,31.3,201,PATCH,3259.448,7.26,38.51,1,No Error,Us-West-2,False,Fast
392,1,2026-05-14 08:05:47,370.12,204,PATCH,3272.956,2.19,13.1,1,No Error,Eu-West-1,False,Moderate
393,184,2026-05-03 23:36:39,197.19,200,POST,3892.189,15.38,30.1,1,No Error,Us-East-1,False,Fast
394,116,2026-05-14 12:19:01,58.48,500,POST,3954.272,1.26,28.77,1,    CRITICAL_TELEMETRY_DROP_OUT,Us-West-2,True,Fast
395,116,2026-05-24 09:13:18,28.78,204,GET,2.796,35.03,37.35,1,No Error,Eu-West-1,False,Fast
396,140,2026-05-16 04:56:07,347.61,200,PATCH,1344.266,16.76,19.35,1,No Error,Eu-West-1,False,Moderate
397,214,2026-05-24 21:31:05,302.77,201,PATCH,3754.362,4.66,41.72,1,No Error,Eu-West-1,False,Moderate
398,103,2026-05-09 11:34:36,99999.99,200,DELETE,8.746,-99.0,-1.0,1,No Error,Ap-Southeast-1,False,Slow
399,29,2026-05-23 09:02:03,65.79,500,PUT,393.595,10.47,18.09,1,    CRITICAL_TELEMETRY_DROP_OUT,Ap-Southeast-1,True,Fast
400,81,2026-05-10 04:51:54,319.97,200,PUT,1633.019,18.95,30.79,1,No Error,Sa-East-1,False,Moderate
401,20,2026-05-25 01:33:06,85.95,200,PUT,2022.246,9.28,37.89,1,No Error,Us-West-2,False,Fast
402,112,2026-05-11 08:40:02,67.58,200,PATCH,2644.474,15.54,24.71,1,No Error,Us-East-1,False,Fast
403,186,2026-05-16 23:04:14,75.68,200,DELETE,6.277,20.9,37.58,1,No Error,Sa-East-1,False,Fast
404,138,2026-05-14 09:23:03,447.94,204,GET,9.835,31.06,51.4,1,No Error,Ap-Southeast-1,False,Moderate
405,95,2026-05-10 23:01:16,162.61,201,DELETE,6.357,15.48,30.74,1,No Error,Us-East-1,False,Fast
406,14,2026-05-21 21:25:30,150.3,204,GET,2.912,8.9,51.55,2,No Error,Ap-Southeast-1,False,Fast
407,121,2026-05-04 17:07:32,118.93,204,DELETE,3.743,22.21,39.87,1,No Error,Sa-East-1,False,Fast
408,90,2026-05-19 11:35:21,318.1,204,PUT,2761.689,14.54,45.45,1,No Error,Ap-Southeast-1,False,Moderate
409,140,2026-05-01 18:43:53,83.43,204,GET,0.819,33.46,51.91,1,No Error,Us-West-2,False,Fast
410,44,2026-05-11 10:57:25,441.65,201,GET,6.839,33.25,26.25,1,No Error,Us-East-1,False,Moderate
411,15,2026-05-25 12:31:34,335.8,204,DELETE,10.648,22.21,22.12,1,No Error,Ap-Southeast-1,False,Moderate
412,107,2026-05-17 06:53:30,65.39,404,PUT,58.067,6.9,18.35,1,Resource Not Found: Endpoint entity collection does not exist,Us-East-1,True,Fast
413,215,2026-05-20 23:01:28,15.29,201,GET,3.882,10.1,22.18,1,No Error,Sa-East-1,False,Fast
